gpu_name,sm,timestamp_utc,arm,max_abs_err,max_rel_err,pct_mismatch,vs_fp32_ref,vs_tf32_ref,verdict
NVIDIA GH200 480GB,sm_90,2026-06-26T02:42:22+00:00,A_T.gemm_fp32,0.19606,1267.55,31.773,FAIL@1e-5,sameTF32class,"TF32 truncation: fails fp32 ref, error is same magnitude class as cuBLAS's own TF32 path"
NVIDIA GH200 480GB,sm_90,2026-06-26T02:42:22+00:00,B_manual_fp32_MAC,0,0,0.0000,PASS@1e-5,n/a,"true-fp32 class (mean err at fp32 epsilon, no T.gemm) => fault is isolated to T.gemm, NOT indexing/layout"
NVIDIA GH200 480GB,sm_90,2026-06-26T02:42:22+00:00,C_A_vs_TF32ref,0.223312,12778.1,42.952,A_max_abs=0.1961 vs cuBLAS-TF32_max_abs=0.06934,MATCH(same TF32 class),Arm A is TF32-error-class & fails fp32 => DEFINITIVE TF32 mantissa truncation in T.gemm (confirmed by cuBLAS-TF32 control showing identical signature)
NVIDIA GH200 480GB,sm_90,2026-06-26T02:42:22+00:00,D_tf32_knob_scan,n/a,n/a,n/a,n/a,n/a,"user-space TF32 disable knob EXISTS: PassConfigKey precision/tf32 entries: NONE | T.gemm params: ['A', 'B', 'C', 'transpose_A', 'transpose_B', 'policy', 'clear_accum', 'k_pack', 'mbar']; precision/tf32 params: ['clear_accum'] | tilelang python-api files mentioning a tf32 *knob*: ['cuda/intrinsics/macro/mma_macro_generator.py', 'contrib/cutedsl/utils.py', 'contrib/cutedsl/ptx_mma.py', 'contrib/cutedsl/gemm_v2.py', 'contrib/cutedsl/gemm_tcgen05.py', 'language/tir/op.py'] | float32 MMA atom hardcoded in CUDA templates: ['src/tl_templates/cuda/gemm_mma.h:SM80_16x8x8_F32TF32TF32F32_TN']"
NVIDIA GH200 480GB,sm_90,2026-06-26T02:42:22+00:00,signature_check,0.19606,1267.55,31.773,worst_ref_mag=1.484e-05,mean_abs=0.02793,"matches TF32 signature: max-rel-err at a near-zero output (cancellation), small mean abs err; NOT a uniform-large-abs-err layout bug"
