gpu_name,sm,timestamp_utc,shape,impl,M,N,K,median_ms,mean_ms,std_ms,gflops,speedup_vs_plain,e_vs_cublas
NVIDIA A100-SXM4-40GB,sm_80,2026-06-26T20:23:50+00:00,4096x4096,cublas,4096,4096,4096,0.60928,0.60912,0.00277,225576.0,1.398,100.0
NVIDIA A100-SXM4-40GB,sm_80,2026-06-26T20:23:50+00:00,4096x4096,triton_plain,4096,4096,4096,0.85197,0.85285,0.00493,161319.0,1.0,71.51
NVIDIA A100-SXM4-40GB,sm_80,2026-06-26T20:23:50+00:00,4096x4096,triton_autotune,4096,4096,4096,0.78848,0.78946,0.00485,174308.7,1.081,77.27
NVIDIA A100-SXM4-40GB,sm_80,2026-06-26T20:23:50+00:00,4096x4096,tilelang_swizzle,4096,4096,4096,0.81613,0.81641,0.00385,168403.3,1.044,74.65
NVIDIA A100-SXM4-40GB,sm_80,2026-06-26T20:23:50+00:00,16384x16384,cublas,16384,16384,16384,33.46739,33.5446,0.13086,262825.8,1.677,100.0
NVIDIA A100-SXM4-40GB,sm_80,2026-06-26T20:23:50+00:00,16384x16384,triton_plain,16384,16384,16384,56.11008,56.10689,0.05287,156764.9,1.0,59.65
NVIDIA A100-SXM4-40GB,sm_80,2026-06-26T20:23:50+00:00,16384x16384,triton_autotune,16384,16384,16384,40.88525,40.88562,0.00865,215141.0,1.372,81.86
NVIDIA A100-SXM4-40GB,sm_80,2026-06-26T20:23:50+00:00,16384x16384,tilelang_swizzle,16384,16384,16384,43.20051,43.10168,0.15709,203610.9,1.299,77.47
