gpu_name,sm,timestamp_utc,shape,impl,M,N,K,median_ms,mean_ms,std_ms,gflops,speedup_vs_plain,e_vs_cublas
NVIDIA A100-PCIE-40GB,sm_80,2026-06-24T05:50:30+00:00,4096x4096,cublas,4096,4096,4096,0.93901,0.93915,0.00212,146365.8,1.734,100.0
NVIDIA A100-PCIE-40GB,sm_80,2026-06-24T05:50:30+00:00,4096x4096,triton_plain,4096,4096,4096,1.62816,1.62882,0.0065,84413.7,1.0,57.67
NVIDIA A100-PCIE-40GB,sm_80,2026-06-24T05:50:30+00:00,4096x4096,triton_autotune,4096,4096,4096,0.85299,0.84722,0.00972,161126.1,1.909,110.08
NVIDIA A100-PCIE-40GB,sm_80,2026-06-24T05:50:30+00:00,4096x4096,tilelang_swizzle,4096,4096,4096,1.22982,1.23163,0.00577,111755.3,1.324,76.35
NVIDIA A100-PCIE-40GB,sm_80,2026-06-24T05:50:30+00:00,16384x16384,cublas,16384,16384,16384,41.50272,41.90089,1.41588,211940.2,2.61,100.0
NVIDIA A100-PCIE-40GB,sm_80,2026-06-24T05:50:30+00:00,16384x16384,triton_plain,16384,16384,16384,108.32487,108.4536,1.54593,81201.0,1.0,38.31
NVIDIA A100-PCIE-40GB,sm_80,2026-06-24T05:50:30+00:00,16384x16384,triton_autotune,16384,16384,16384,47.44397,47.71475,0.73035,185399.6,2.283,87.48
NVIDIA A100-PCIE-40GB,sm_80,2026-06-24T05:50:30+00:00,16384x16384,tilelang_swizzle,16384,16384,16384,50.67366,50.75601,0.56332,173583.1,2.138,81.9
