gpu_name,sm,timestamp_utc,shape,impl,M,N,K,median_ms,mean_ms,std_ms,gflops,speedup_vs_plain,e_vs_cublas
NVIDIA RTX 4000 Ada Generation,sm_89,2026-05-25T23:42:46+00:00,4096x4096,cublas,4096,4096,4096,1.94253,1.92662,0.03791,70752.6,1.205,100.0
NVIDIA RTX 4000 Ada Generation,sm_89,2026-05-25T23:42:46+00:00,4096x4096,triton_plain,4096,4096,4096,2.34086,2.28834,0.08163,58713.0,1.0,82.98
NVIDIA RTX 4000 Ada Generation,sm_89,2026-05-25T23:42:46+00:00,4096x4096,triton_autotune,4096,4096,4096,1.90054,1.89236,0.0144,72315.7,1.232,102.21
NVIDIA RTX 4000 Ada Generation,sm_89,2026-05-25T23:42:46+00:00,4096x4096,tilelang_swizzle,4096,4096,4096,3.16278,3.14573,0.06767,43455.1,0.74,61.42
NVIDIA RTX 4000 Ada Generation,sm_89,2026-05-25T23:42:46+00:00,16384x16384,cublas,16384,16384,16384,116.63462,116.24626,1.22342,75415.8,3.103,100.0
NVIDIA RTX 4000 Ada Generation,sm_89,2026-05-25T23:42:46+00:00,16384x16384,triton_plain,16384,16384,16384,361.90311,361.91966,0.10819,24305.1,1.0,32.23
NVIDIA RTX 4000 Ada Generation,sm_89,2026-05-25T23:42:46+00:00,16384x16384,triton_autotune,16384,16384,16384,118.42032,118.64361,0.48947,74278.6,3.056,98.49
NVIDIA RTX 4000 Ada Generation,sm_89,2026-05-25T23:42:46+00:00,16384x16384,tilelang_swizzle,16384,16384,16384,202.59917,202.5962,0.65095,43416.2,1.786,57.57
